ID,prompt,response,label,lang,augment_type
2091,box,"idk, lol",1,,dont know
10,brick,used for building house,0,english,
30059,brick,walk ways to front door,0,english,
60000,brick,Throwing the side of someone to fight,0,english,
144,hair dryer,Warm your feet,0,english,
10170,brick,cover a hole,0,english,
102,tin cans,Collect scattered things,0,english,
676,brick,idc anymore,1,,dont know
1012,barrel,wine container,0,english,
96,nuclear box,collect water,0,english,
1199,stone,BuilOing bgock,1,,mispell
1554,stone,hbuccarobitubuccarote buccaro well,1,,random multi word
114,stone,BuildSr,1,,mispell
20098,rope,cattlj,1,,mispell
39,hair dryer,I've had enough lol,1,,dont know
64,stone,"Beats me, lmao",1,,dont know
175,wheelbarrow,"I'm over it, NGL.I don't know, sorry.",1,,dont know
167,tin cans,factories out the cities,1,,didnt understand different dataset
1218,stone,gateway,0,english,
686,towel,to hang,0,english,
2179,rope,enablement saprophagous turmeric item enablement another,1,,random multi word
14,flute,Whistle,0,english,
10115,knife,spread butter,0,english,
23,brick,to build something,0,english,
148,wheelbarrow,Carry garden things,0,english,
10095,knife,have a marketing campaign making the litterers look like losers,1,,didnt understand different dataset
10126,knife,hary,1,,mispell
387,stone,s,1,,strip
237,fork,fork,1,english,
267,nuclear box,Mixing t,1,,strip
65,wheelbarrow,nobody,1,english,
209,wheelbarrow,Decorative object,0,english,
49,nuclear box,create automated bins where you throw in something and it uses ai to distribute the litter to che correct litterbox,1,,didnt understand different dataset
10,basket,say the person's name before beginning a conversation,1,,didnt understand different dataset
30069,brick,foundation,0,english,
119,knife,takK hostage Marcella,1,,mispell
30063,brick,you could use it as a weight ,1,,strip
153,wheelbarrow,race,0,english,
210,belt,make more efficient engines,1,,didnt understand different dataset
117,stone,"I have no idea, lol.",1,,dont know
20060,box,inn a race,0,english,
332,stone,dike,0,english,
10097,knife,killings,0,english,
238,nuclear box,"idk, sorry.",1,,dont know
267,nuclear box,Mixing tank,0,english,
49,nuclear box,You can shoot on it,0,english,
128,basket,sit!,0,english,
44,bed,d,1,,strip
88,tin cans,Games box,0,english,
102767,can,"I'm drained, lol.",1,,dont know
18,bed,Pake,1,,mispell
22,tongs,get out,1,english,
76,tin cans,Put on home things,0,english,
13,tire,put on ,1,,strip
30,belt,regulating the combustion of CO2 by involving stakeholders and implementing sanctions,1,,didnt understand different dataset
11,coat hangers,To hang c,1,,strip
51,chair,Put things on it,0,english,
2155,rope,ties,0,english,
555941,brick,to break the tee,1,,strip
495,fork,To eat with,0,english,
148,tin cans,gt is placed in skin care products,1,,mispell
238,wheelbarrow,sparrowish,1,,random multi word
30014,brick,Boor stop,1,,mispell
350884,can,A pot for a small flower,0,english,
65,knife,To cut food,0,english,
6,shovel,di,1,,strip
118,bottle,pink,1,english,
130,knife,conduct electricity,0,english,
108,tin cans,Pencil case,0,english,
61,shovel,digging,0,english,
6,nuclear box,I'm tired of this.,1,,dont know
2002,box,I've had enough lol,1,,dont know
486613,brick,when wall construction,1,,random multi word
55,paprika,wei,1,,random multi word
2076,box,Electric Banndas,1,,didnt understand different dataset
81970,can,"No clue, rip.",1,,dont know
81,book,reading,0,english,
39419,can,bimahs reservoir,1,,random multi word
90,belt,I'm unsure.,1,,dont know
273,nuclear box,as a game - refused shooting stalls,0,english,
1069,barrel,drink container,0,english,
228,stone,a type of e-reader but for speech that helps type a more formative text,1,,didnt understand different dataset
77,shovel,dirt mover,0,english,
105,glove,take something hot,0,english,
